,class_id,slug,excerpt
156,16,betterhelp,"We may change this Agreement by posting modifications on the Platform.
Unless otherwise specified by us, all modifications shall be effective upon posting.
Therefore, you are encouraged to check the terms of this Agreement frequently."
157,41,betterhelp,"You will indemnify us, defend us, and hold us harmless from and against any and all claims, losses, causes of action, demands, liabilities, costs or expenses (including, but not limited to, litigation and reasonable attorneys' fees and expenses) arising out of or relating to any of the following: (a) your access to or use of the Platform.
(b) any actions made with your account or Account Access whether by you or by someone else.
(c) your violation of any of the provisions of this Agreement.
(d) non-payment for any of the services (including Counselor Services) which were provided through the Platform.
(e) your violation of any third party right, including, without limitation, any intellectual property right, publicity, confidentiality, property or privacy right.
This clause shall survive expiration or termination of this Agreement."
158,96,betterhelp,"The Platform may contain other content, products or services which are offered or provided by third parties (""Third Party Content""), links to Third Party Content (including but not limited to links to other websites) or advertisements which are related to Third Party Content.
We have no responsibility for the creation of any such Third Party Content, including (but not limited to) any related products, practices, terms or policies, and we will not be liable for any damage or loss caused by any Third Party Content."
159,38,betterhelp,"Like many websites, we use ""cookies"" and ""web beacons"" to collect information."
160,30,betterhelp,if you do not accept cookies you may not be able to use the Platform.
161,53,betterhelp,"You understand, agree and acknowledge that we may modify, suspend, disrupt or discontinue the Platform, any part of the Platform or the use of the Platform, whether to all clients or to you specifically, at any time with or without notice to you."
162,5,betterhelp,"While we make commercially reasonable efforts to ensure the Platform’s reliability and accessibility, you understand and agree that no platform can be 100% reliable and accessible and so we cannot guarantee that access to the Platform will be uninterrupted or that it will be accessible, consistent, timely or error-free at all times."
163,107,betterhelp,"You agree and confirm that your use of the Platform, including the Counselor Services, are for your own personal use only and that you are not using the Platform or the Counselor Services for or behalf of any other person or organization."
164,9,betterhelp,We will never sell or rent any Information you shared in the Platform.
165,100,betterhelp,"Your information may be transferred to — and maintained on — computers located outside of your state, province, country or other governmental jurisdiction."
166,6,betterhelp,"YOU UNDERSTAND, AGREE AND ACKNOWLEDGE THAT THE PLATFORM IS PROVIDED ""AS IS"" WITHOUT ANY EXPRESS OR IMPLIED WARRANTIES OF ANY KIND"
